,Matiz,Saturacion,Valor,Brillo,SRE,LRE,GNL,RLNU,RP,LGRE,HGRE,SRLGE,SRHGE,LRLGE,LRHGE,GLV,RLV,Etiqueta
2812,96.10519999999997,42.11509999999999,144.62130000000002,161.0982414553306,0.035114374070880645,500.6558154655858,0.9672015225816686,7625.163343545943,0.3786522044863493,264.61790446356855,29999.99755871819,6.377345781095683,8.984934309899868,0.0004550398945819094,4.394937777160972,-0.3347402148030879,0.9828811114988965,5
1429,27.54070000000001,89.97749999999996,169.13690000000003,160.61375968453015,0.03462474247742417,1252.3413581390187,0.9122566953532144,7203.461098440034,0.3369745426126851,312.63799905582624,27561.503035621132,7.628130441077999,10.584759945007201,0.0003875508167014398,4.53646918859222,-0.42893105313528346,0.9979675200890424,3
1572,28.422199999999993,94.53060000000005,165.33750000000006,150.66707238145963,0.017529746971493915,1327.6809943679227,0.8941354074632307,6336.848600617047,0.30521501216414854,302.7726408820136,24019.713408100262,7.967860121870843,11.028024110556855,0.0003601811695163843,4.510379334391458,-0.43265779639990753,0.9984274764226521,3
2934,95.11670000000002,45.42069999999997,146.04510000000005,162.36387098120073,0.04361143964292057,559.420708200236,0.9655920494426738,8124.517138248117,0.3933873490574332,266.7372149931064,31938.647844792235,6.081065889037524,8.570250884010257,0.00048784347595292655,4.287028728285753,-0.32212076567920317,0.9763687457973809,5
552,16.264699999999994,155.0257,145.51600000000005,125.58437800936866,0.008929293453296887,2586.5565265867695,0.8542441644638672,8833.44149553793,0.22022088015290142,193.40602773892775,32747.209455564967,7.715362373436125,11.384779698954862,0.00020547351579965528,5.454456700016397,-0.30104956145987605,0.9868716239062749,1
2476,23.969700000000007,124.03129999999996,165.53920000000005,137.0838870910801,0.018281192242571777,1526.706667292847,0.8858474970528106,6749.349944359186,0.22206523780127724,265.83797735853744,25470.693110143908,7.857020266487343,11.625591965021368,0.00020214332092751216,5.429063893332838,-0.32759557764863073,0.9922296633382633,4
400,14.912799999999997,140.79439999999997,157.6267,132.87720985932842,0.012372296688569569,2216.4128231755535,0.8699769009869773,8518.527482487216,0.2218379972770253,227.29924103244304,31857.697106773325,7.950565118693148,11.765469138934636,0.00018129256273742157,5.682501001248332,-0.3172768053123885,0.9919606522370444,1
3168,113.65040000000005,86.50359999999999,149.5119,140.87759190162217,0.014539603553074609,1260.6447421253456,0.8999174749462602,6256.059758832965,0.2569627220085594,239.17858853793044,23763.594293206537,7.035778539840996,10.308485208834867,0.0002496840262544521,5.204120037248856,-0.2720041929208673,0.9721979565462043,5
1450,28.049099999999996,92.04109999999999,165.47520000000003,157.2559846237974,0.0315969661843811,1242.598384175085,0.9100028301873013,6976.349670547649,0.32577473017423403,304.5790910702466,26662.800298015514,7.646065153163175,10.673694684221584,0.00037121006027011607,4.589063393072251,-0.4173165621495522,0.9975458098664836,3
780,27.89269999999999,95.57879999999997,184.80250000000004,151.80548870182528,0.013531362927093291,1603.4287351093178,0.8469265162481024,5313.0542227551105,0.2270441992634558,330.20559139478183,19648.788155911127,8.057776501947046,11.391038379957298,0.0002534338343371706,4.920440087268464,-0.4026930759334602,0.9977287391148753,2
35,17.518800000000002,145.13500000000008,147.47679999999997,137.63383304987187,0.012618852271896927,2197.540215409993,0.8901629316321551,9962.436202076347,0.26312671101614493,210.96221959454687,37652.20459289539,7.6048926828208,10.920633288483403,0.000268806152802237,5.166597789933909,-0.3443503793174119,0.9919228913388676,1
2111,22.485699999999998,118.07500000000003,185.3480000000001,150.4326643385671,0.026954434858161593,1769.5063518472743,0.8767823600854567,7218.326604213734,0.26140046126588906,295.90952120178736,27103.80006500766,7.710644795180049,11.01074539784608,0.00025709574350203,5.284400611672134,-0.38264922682059793,0.9962308537674386,4
2098,24.046000000000014,127.78690000000007,169.20140000000006,139.5404640238809,0.018249854651516774,1905.0791058293382,0.8738552263223742,7562.57147592586,0.23478044257037461,260.572794121479,28345.20679787411,7.848144499391065,11.497336062158983,0.00022419181681486753,5.522811714607286,-0.3382363168909067,0.9921059926563144,4
284,19.073900000000002,154.513,144.1543,129.26976599344488,0.009623992489229504,2538.3988752393143,0.8670961772717317,9499.86465333866,0.2649089222274451,194.0404032927043,35461.059738115335,7.646704019433224,10.92007488769087,0.0002820940778623444,5.121276379935226,-0.34433528886078624,0.9919780509156477,1
3038,103.02559999999998,53.05849999999999,138.5785,150.7378748025857,0.01419608421773549,612.2888622063684,0.9497781332249251,6095.103796424238,0.26954720117054587,244.96569940874684,23768.126323490593,7.174099840480509,10.578249925130722,0.0002564660688536136,4.988124338258427,-0.2865379582788047,0.9827086472966106,5
2852,98.5441,43.32459999999999,134.09289999999993,149.7133534458433,0.023441906541855143,545.039186449839,0.9615429198186598,7083.274586680233,0.3656952840057609,242.0059970290839,27788.059160271103,6.415368658499843,9.083868972215722,0.00044089282910221746,4.394138159907481,-0.32068277318721283,0.9796842116056919,5
2108,23.0608,119.17480000000003,185.01930000000002,149.96098225871955,0.02559840094416649,1784.4119253307492,0.8762472396018907,7247.78146198283,0.2583360703224924,294.6652107833057,27206.713922600575,7.727827234442084,11.029830967874322,0.0002548033811446127,5.292754113712561,-0.38356759092627335,0.99628265514848,4
2154,23.63440000000001,110.28639999999996,192.5477,155.47147937805184,0.02906642770666259,1785.4480000000003,0.8659383136112676,6701.439687697732,0.267356575475983,313.949399828118,25020.310750790937,7.651840262206179,10.98784251522244,0.0002648463187095428,5.268800951688377,-0.37238361402676873,0.9952629898868406,4
1855,25.61519999999999,80.3575,176.91159999999996,166.12609066609616,0.041992460196751596,1232.328952060492,0.9052603559314515,6569.267214892943,0.35733944222984104,329.26519054662134,25044.739907511295,7.475094579665471,10.28573524083214,0.00042590001599033823,4.37044783528681,-0.4386841803732533,0.9980523597636449,3
1249,26.443899999999996,104.16429999999997,167.5,142.1358079443741,0.01310688967429987,1451.2356066820769,0.8741723010225237,5831.313059317784,0.21332664933387474,297.40975953670346,21874.016630589067,8.138313611242976,11.781914099024865,0.00020769390739135734,5.1923875259233325,-0.3662535312190094,0.9964872891210429,2
413,16.336800000000007,143.1878,152.56369999999998,133.9440539927025,0.011749335429636186,2211.380758645508,0.8788270992387042,9106.465317416903,0.23879254522667973,218.83946569999395,34214.48051102211,7.81998788224406,11.451716614994995,0.00021043146281846605,5.523095096864613,-0.323611554607146,0.9916388852255502,1
170,17.773200000000006,140.26039999999998,170.0777,134.9700388975272,0.008428721477149253,2130.3489553372374,0.8695834028685836,8185.723234351417,0.19365667338885678,250.23136444698213,30612.543982068433,8.187968178162006,11.926606323736623,0.00017815837030180545,5.655836653820253,-0.34813122881685454,0.9951095599711877,1
546,16.3884,155.2288,144.6754,125.58494973522902,0.00901744138472284,2565.6572710484807,0.8561978995156507,8879.023965946666,0.2233598413811334,192.16458955470267,32950.438592738195,7.69894739292525,11.347512667615899,0.0002108775220934415,5.421532254849469,-0.30201902075638,0.9868650407161639,1
637,17.2952,134.48039999999997,166.66719999999998,139.1689440931417,0.015224533256948112,1981.8550173311728,0.8848355163491755,8626.93442692539,0.21982128338100576,254.55477625870202,32525.882690370396,7.996256687404671,11.613106964662897,0.00019535917812901776,5.561690070891074,-0.3505054267138355,0.9950032623772856,1
2366,22.82669999999999,124.03179999999996,167.5496,143.95135497799248,0.022995860042663636,1597.9966867276764,0.9015433054131001,8133.449842402285,0.24442621764152447,261.2698639380073,30935.802682881476,7.736464302149746,11.248179295123784,0.00022553952328071436,5.411697237737637,-0.34860773970860504,0.9938163210074469,4
1554,27.976299999999988,92.83079999999998,166.7846000000001,151.8017084884093,0.020220762609258126,1333.5771517940354,0.894211962833974,6366.532975069765,0.31176556288372337,305.85480698254236,24132.554748485025,7.9286788006715065,10.998061869098628,0.0003614863815881626,4.537541437906689,-0.4313748366136568,0.9983866690290134,3
633,17.1373,154.78689999999997,150.61480000000003,125.09796920813703,0.007301123631085148,2683.4029280492055,0.8430478623071841,8523.022207665157,0.19961881601595208,200.11402691562083,31408.685902611433,7.804517716448501,11.63656734782672,0.00017776040273195817,5.644050625378319,-0.294826967931554,0.9866031777062294,1
1914,28.799999999999997,94.17959999999994,160.55780000000001,145.19716216235082,0.015590596390852899,1252.2395205391135,0.8931472910927627,5919.475514543598,0.2571516860464801,292.75745108701625,22425.66253763528,8.021736099280602,11.528016834911714,0.00025842619030291895,4.93620158078546,-0.37371801570850605,0.9966315241497077,3
1848,25.983999999999995,82.0367,173.10750000000004,167.6354186918743,0.04961837562071228,1102.7996446958584,0.9244369754014913,7354.135260156123,0.364915271027412,323.28330197965147,28313.741395928646,7.3787406960297295,10.186734671291237,0.0004342620040136148,4.409598032605002,-0.4333334235218575,0.9977909349862385,3
2541,40.5518,118.37859999999999,175.60530000000006,156.5996759255906,0.03852512732157534,2332.7718625302505,0.8778464565694164,9499.643300011936,0.30825473993691155,268.0839650148206,35665.80133751749,7.169729422010068,10.457362949160474,0.000309699931017957,5.217704261324008,-0.3315490097916128,0.9885433560816994,4
3201,109.1594,95.1082,174.99050000000005,149.2098887473615,0.015120177526994228,2390.70825231269,0.813896633743976,6377.967180141071,0.23502916536445007,267.839365774947,23121.160468251626,7.485755257096742,11.099347885962844,0.00019560345003824707,5.627811409865647,-0.26593933113323687,0.9771639034116822,5
1094,28.612899999999996,107.90120000000003,172.3057,139.39207402144498,0.008001363059162268,1705.4019006044657,0.8394061380819999,5392.186752654505,0.19439307071666084,303.8441972596988,19863.345110013543,8.243046385358657,12.074705038767569,0.00018503468299565048,5.295863977766287,-0.34807829398332163,0.9957119741520594,2
3019,107.3677,49.73889999999999,139.04640000000003,153.43314276909015,0.02271830240873873,526.6975347735317,0.9623961420786469,6999.46718497956,0.31914139543069775,249.48310200738283,27471.17120514472,6.687695888185657,9.640492933092439,0.0003443794610676069,4.670158026854689,-0.3062389442043296,0.9807419081972377,5
1048,27.429499999999997,113.43719999999998,164.79980000000006,139.2008911609405,0.00928171859834526,1549.9574701847546,0.872527573294499,6158.709789494708,0.20459523903787308,289.2127381882801,23084.881687794088,8.239775877500458,11.968858819407599,0.0002019283048426018,5.265174960126332,-0.3609006429956392,0.9962379857611642,2
3207,109.59120000000006,92.61440000000005,177.57270000000005,152.5867890742839,0.015970962052833857,2428.7354721548572,0.813558755656979,6468.493448281282,0.2371360197662562,274.02852296155027,23445.238320970293,7.495953781643099,11.127322807227726,0.0001952276545934042,5.645869278295178,-0.26774689930455764,0.9786150535354937,5
2471,23.698799999999995,123.20950000000002,167.05609999999996,139.20026867790162,0.021243176410609608,1538.2308642412218,0.8871654484800753,6877.853592152022,0.2333651266240979,269.58876124152687,25973.18350436686,7.792751601428066,11.481062466209922,0.00021577186037847286,5.386238266471413,-0.33508457257127555,0.9927904371601662,4
1065,26.706299999999995,110.66170000000004,169.6288,140.18120558762504,0.012998026774670796,1702.7572136647502,0.8449366901989953,5584.004498648631,0.21799058868701515,298.17796516577323,20633.260780929777,8.108522792374576,11.82257499668653,0.00020709353619478352,5.243030301153306,-0.35572307589649166,0.9957508387999326,2
1158,27.40600000000001,104.53370000000004,168.67269999999996,141.00063049504425,0.012847976035386895,1564.1173671823137,0.8530226944200557,5399.46250772899,0.22299840806635485,299.589808298473,20033.73266373365,8.052092118499942,11.66435798953996,0.0002215619312124954,5.091567260260098,-0.3628818668072966,0.9960193499768344,2
870,27.35660000000001,101.08320000000002,177.01759999999996,149.44994145197916,0.016708080501319614,1707.6546233817076,0.8523693754601377,5870.564203092655,0.25592530407385844,317.4048055004853,21774.60218898892,8.023473494122495,11.276046575969048,0.0002828499183314511,4.8359429210888845,-0.4122831743583089,0.9979805223484364,2
166,17.7034,141.22370000000006,156.5525,141.7135667464481,0.015800038225736744,2205.0469639564526,0.8921440058921534,10181.371479450938,0.279594559303465,228.51960079963055,38520.43895384731,7.619953268196975,10.840665696229603,0.0002787169842568916,5.220179467611716,-0.35248546936624964,0.9930921895800267,1
3107,97.46770000000001,45.8948,133.21629999999996,149.6621605483497,0.02489369385382925,588.2955286640034,0.9592130218111689,7218.613844765,0.35282212868028306,240.61717772022217,28286.159850396,6.3543261125249835,9.03415912452251,0.000416299197827312,4.46016243821525,-0.30707093065057955,0.9753559872607593,5
1235,26.6844,102.85050000000001,168.5551,142.06297336040802,0.012384879044973972,1475.3454767415158,0.8673508503978293,5627.61112325285,0.2133129014003756,299.58723474972464,21035.099016269894,8.122545461780243,11.777090530507714,0.0002070153387008702,5.169419904075478,-0.3620291277627885,0.9961744873810073,2
1838,27.67480000000001,86.07570000000004,175.12069999999997,158.9921237042892,0.030990498954009203,1389.2273174290183,0.8820848831931586,5966.924015934443,0.3320361886226962,322.82299517513906,22478.468746308776,7.642108263690025,10.58738335003152,0.0003881878210137637,4.450146432920591,-0.4314927415939253,0.9980369654722382,3
939,26.494200000000006,100.2422,173.60330000000005,150.52291519898225,0.021437514736697215,1590.8542522945077,0.8672748704285405,6072.037786948887,0.2642907076878982,311.29047741151476,22697.296895501036,7.844466453087337,11.147155548212366,0.00027787624687126175,4.94097813759535,-0.39434186421932577,0.9971240198922955,2
1822,28.113100000000003,92.37209999999997,168.9567,152.08242765027128,0.023735034259112314,1400.8189695902313,0.8817765291689554,6000.567505049088,0.30939169295338176,309.12133662263665,22601.451050606112,7.836166615659759,10.910202264815561,0.0003559676034704049,4.5473021458101295,-0.4256072117127107,0.9981194032491498,3
2372,23.11150000000001,123.51169999999998,169.26149999999998,144.12127913670486,0.02215461841321559,1618.2683116119767,0.8992597888786631,8052.0773416033335,0.244447130728084,264.41948102561486,30590.041054801353,7.752634595577896,11.253243432056971,0.00022759832528352047,5.396954461710019,-0.35222226501153464,0.9940839407519969,4
503,16.914799999999996,154.11630000000002,140.84720000000002,127.13330287536779,0.008533014586720612,2466.2460154691184,0.8681437960947852,9317.416977727815,0.25092902576042264,190.59135172967697,34803.42189544214,7.701254615334331,11.125009945887218,0.0002556615544866953,5.203609131191115,-0.3283983741297227,0.9904977632779536,1
3175,112.80160000000002,91.06949999999995,155.6701,141.60855412015192,0.01468789442913283,1538.1757511945407,0.8776247096229702,6237.8362716573065,0.25097298281298863,244.4094504149236,23413.169335434715,7.150118266972916,10.505649434970739,0.00023509536783000042,5.320556854762303,-0.2695282389016145,0.9728431564088567,5
193,18.659900000000007,139.77369999999996,170.4576,137.6263899112376,0.010666819822027086,2213.1687681900594,0.8675263977242854,8381.606020881849,0.20836517503995303,250.4353835207815,31313.25531533735,8.031351608294331,11.72496886096837,0.0001883966478699516,5.623620403562059,-0.3437354952463657,0.9942898270427365,1
534,15.940600000000002,155.31950000000003,142.3552,125.55336196215535,0.008602791002727038,2470.3998611236693,0.8630126165395644,8973.386260210731,0.2310592916583882,189.68744211723558,33423.145179719264,7.6903907657625705,11.288257298297253,0.00022326199357022963,5.348901636364188,-0.30763959915330386,0.9877420543804083,1
2579,94.83620000000002,47.585800000000006,132.4411,145.7774704815528,0.01977074256185361,609.4985193301835,0.954656245259629,6719.502959945825,0.34747880968669315,235.8981614653397,26268.513320453112,6.583018486732533,9.355984891696504,0.00040234979023711677,4.546113334775745,-0.3103046461805627,0.9783179609450514,5
2068,18.563200000000005,124.21849999999996,189.55059999999997,146.09883777771813,0.02436503859849391,2119.3927997050287,0.8525379020505809,7227.663671886801,0.2425258702098456,289.8275631548586,26791.26188784219,7.824976744952636,11.382313604765502,0.0002224368515555024,5.484780602137562,-0.35594589771117124,0.9948334936999875,4
668,27.24990000000001,104.43459999999993,172.46469999999997,142.5626830555598,0.0115724009757193,1637.305503990567,0.8499301587722734,5531.007889597646,0.2214462789760023,305.4429979595227,20486.726054400016,8.110062987896647,11.572419310273903,0.00024196739857375185,5.009446319004732,-0.3898728366486007,0.9973356846900401,2
2670,108.77089999999997,63.3876,157.6507,163.05783483169398,0.034776618510268587,827.8025034431338,0.9450495530512089,7490.833475500822,0.34331791509192183,274.0593199589785,29135.53139856017,6.6577857316913285,9.453796987273734,0.0003809904123184587,4.743006065349457,-0.3183313437519362,0.9815264136795562,5
573,15.756999999999994,155.6335,149.9687,125.01544064634577,0.007850590020294763,2668.30109367647,0.8445781692896932,8559.60769939082,0.2005154243477545,199.2288311315695,31570.12970388682,7.794113317167739,11.61064875454402,0.00017747082223228952,5.646815281904301,-0.2967629886801179,0.9870210512817607,1
1922,28.739799999999995,95.665,159.80969999999994,144.88768270629495,0.01637658987256986,1255.8875341521934,0.8945476703461216,6016.02814112955,0.26108871968945463,291.26398139017743,22808.225030365997,8.008926471530675,11.477106713925041,0.00026615692727087757,4.908290481810727,-0.37891963237978565,0.996828122982457,3
435,13.6111,145.62529999999992,145.92880000000002,136.70375342323268,0.018109201700762204,2167.8134744960626,0.8918676122537276,9981.083031546465,0.284718359718551,208.88952890782988,37756.518651689796,7.512521807420006,10.775611259204963,0.0002847094509957584,5.198425291687097,-0.3378263173912395,0.9908928897066791,1
3177,112.25729999999997,91.67629999999997,157.8309,142.38066441760975,0.014547230640592696,1627.6180696152148,0.8708711154570268,6255.445750391703,0.24882449882387078,246.98569411376133,23394.164931951615,7.188465804287925,10.56944724619407,0.00023103728885093703,5.352067168280901,-0.26939560204875046,0.9734365077217865,5
181,16.45519999999999,142.8861,168.68539999999993,133.80292747171117,0.010150969134794156,2182.1434964560135,0.8670220384193714,8230.976187602604,0.19962247209946454,245.7219570981768,30741.761253954413,8.119671866179207,11.858945570481703,0.0001822063393595572,5.654067053627985,-0.3456168579924916,0.9946109918558457,1
87,18.2105,138.11220000000003,165.09040000000013,141.93340586345414,0.012867402570387773,2458.6721267149624,0.8674221052034875,9234.340227257962,0.23226837052249466,238.50676939087847,34478.68878231688,7.675989381944702,11.329008886593341,0.00021371227265181835,5.517871358981064,-0.3123447972742265,0.9884701133162989,1
1360,29.189000000000007,94.66649999999998,169.6492999999999,151.58123432668043,0.016157454113413832,1441.4989466646534,0.8807885965394906,6116.451065612364,0.2940569673171379,310.00425383869776,23024.305315784797,8.013577409567537,11.181558582796065,0.000334540189155385,4.6060305336283465,-0.4228440681269869,0.9983138452796211,3
1948,27.1388,91.60869999999996,163.5828,153.81079415957777,0.02975498766162809,1252.8866719900384,0.9032430090594908,6542.999371954899,0.314347193042084,300.50829433077206,24919.110815829572,7.661901052010039,10.7645211878411,0.00034981594627204516,4.637280006118528,-0.40781218054878227,0.9973255125184726,3
2384,21.25240000000001,117.57010000000002,177.12019999999995,150.32447239222228,0.03151389754934642,1667.6576253586113,0.8955261503588822,8003.023943009249,0.27248908774497316,282.4884192595471,30344.438146678407,7.611297453338052,10.979478640120401,0.00026708507002365226,5.290415294966852,-0.36447275780402105,0.994586890281876,4
2951,89.45630000000001,43.09649999999998,141.98099999999994,158.01907131735715,0.03231414521129959,598.0742674526934,0.9616944191197304,7799.856022400325,0.3950677743433182,257.70826082176336,30601.34982214862,6.197018808891659,8.646921400195716,0.0004990200639390142,4.284918438295913,-0.32969697690941835,0.9789535833122189,5
1812,28.152900000000002,96.27299999999997,164.30789999999996,146.64698292157257,0.01723688509737861,1405.6802850525467,0.8804958095969084,5954.857690258846,0.29472975657897216,299.2451794688664,22413.75047598284,7.96736551504471,11.14873175382587,0.00033829813564301603,4.609266739950382,-0.41850467815538206,0.998075451930627,3
2168,24.849500000000006,113.42049999999998,191.45729999999995,151.8146580538256,0.02723066351619404,1870.1175370291885,0.8584738603390694,6647.035030961939,0.2581266073048197,308.43551991110274,24718.022586818584,7.730730623012052,11.172173822267048,0.0002506840200053837,5.355160675372546,-0.3634705578205576,0.9947702553400727,4
723,28.719599999999986,99.95439999999996,176.13839999999993,148.80835292415543,0.013243996419257787,1575.615458303314,0.8623253846886686,5797.01196876829,0.22725359740033038,313.56942846648303,21612.43241676985,8.03085265112717,11.400266402017571,0.00024917295964888464,5.014948132352992,-0.3965070182779312,0.9974715498076195,2
2286,19.370200000000004,133.46670000000006,160.21699999999998,142.13514836239486,0.02530943024395449,1894.8439068840441,0.8964174389441413,9125.107196525478,0.26656652476615417,238.61226045419227,34605.58487921786,7.490794156470632,10.94828156113116,0.00024742280765837287,5.397059417940538,-0.33024436393690626,0.9904213606582186,4
2550,27.628,129.8729,156.17639999999997,129.1824535298815,0.010765892733819154,1502.4363072601186,0.8846880302942579,6568.846228850207,0.1886933328684603,243.6590338230793,24772.9486081407,8.007999524812904,11.986754072921865,0.00016548428793151934,5.563313995772271,-0.3081462086603433,0.9904266270630403,4
2576,97.10180000000003,48.062700000000014,131.80070000000003,144.95369398535522,0.019246168214737576,615.8365707222446,0.9537780983888707,6660.591366592048,0.3509539601687349,234.14169456387233,26026.528895645948,6.578630226069576,9.341139288995876,0.0004075493740429492,4.540064914172001,-0.310739682265327,0.9781980508855252,5
287,19.822299999999995,154.5062,144.77249999999995,129.65555599356318,0.0094568868533246,2558.20903616834,0.8665899342921288,9535.214062726847,0.26275005130396456,194.7194814185627,35582.64721473905,7.641794897343309,10.91724914149881,0.0002790764017048614,5.131774683081003,-0.34253632731172734,0.9917084585934385,1
368,13.977099999999997,144.38619999999997,160.34370000000004,128.39854944663512,0.010464072231813075,2218.422289954715,0.8607221599534617,7966.824511079709,0.1920468155627269,228.82202211888372,29648.87575436414,8.113216209142076,12.104376042845741,0.00015257656140787128,5.7879878761477,-0.30846172825433266,0.9914904710584135,1
2857,98.73099999999998,44.3079,135.57730000000004,150.7435776409728,0.02558182709225569,542.8697142728765,0.9620538314316659,7147.243249046916,0.36310036653755406,244.26039698761767,28046.103281914802,6.40906960360628,9.078275484792947,0.0004336438823217368,4.412841208256178,-0.3204858518399625,0.9797738516968362,5
2532,39.64170000000001,116.16559999999996,176.43860000000006,158.33614937846633,0.04543385751763061,2266.786202420476,0.8809091776576318,9470.158895642931,0.3188892628559634,272.0534356054719,35613.84938015125,7.056284566622011,10.29085123725231,0.00032918141836215704,5.166425259607845,-0.33169124538360095,0.9877112811755115,4
980,26.195199999999996,98.45300000000003,179.817,149.13485172822615,0.016991217550311175,1611.660435369757,0.8458210124960577,5307.072587771438,0.23975371288282213,320.0847475328263,19616.629915716003,7.965950547847711,11.321192488685899,0.00026238557040399055,4.946941296989717,-0.39487118622444517,0.9972955409976205,2
2515,38.038900000000005,112.64559999999997,176.8401,159.677652475229,0.04931851674630304,2072.392588758343,0.8866276174582605,9113.898045189433,0.3207386235302593,278.19136529004106,34383.19959199939,7.021805176273061,10.272929492735427,0.0003329621306660555,5.172744711564055,-0.32777234942459016,0.9870950909284653,4
